rating,title,description,job_title
1.0,Being apart of amazon dsp is the worst job ive ever had,No one supports you zero family time eating dinner at 9:30pm at night. Zero sense of routing pay is terrible for what they ask. No where to go to the bathroom and to find a place takes time off route. Which they email the company and ask why we stop so long. Work through lunch overall terrible job and would never recommend,Delivery Driver/ part time dispatcher
3.0,I love amazon,it's great I love to work at amazon people are cool and you get points to redeem for t shirts.  When talking to managers make sure you have proof of each conversation its best to text. Don't expect to eat Or use the restroom comfortably you only receive two 15 minute breaks A-day.,Process Assistant
2.0,Tough,A LOT not for someone who is lazy but the work load is insane and by the time you walk down the mile long hallway fot break its time to go back       ,Amazon Warehouse Associate
4.0,"Good money, a job not a career","I worked night shift so it;s tough to get acclimated with the schedule. The pay is good especially on night shift, but it is a very bureaucratic company. ",Picker
3.0,The jobs boring as ever.,"The job is okay, it's really just good because of the flexible schedules you can choose from. Everything else could be waaay better and definitely needs work.",Amazon Warehouse Associate
3.0,Hard work ,"The job has a nice pay rate as it went up to almost $20 an hour but it depends on your position. It requires hard work and standing on your feet for a max. Of 10 hrs, I would consider Amazon as part time job or if you want to make extra cash. ",Warehouse Worker
3.0,Good but not great.,Working at amazon has its benefits and definitely gives you a chance to use pto/upt to your advantage. 2 30 minute breaks for a 10 hour shift 4 days a week. Second break is pretty bad depending on how far you're stationed (how long it takes you to walk to break room/car counts towards you break). Management can be great at times but it has a high turnover even for management positions. Place can go from being really good one month to terrible the next. It's a good short term job to get some hustle/experience in with some decent pay. ,Learning Ambassador/picker/counter/icqa/pg
3.0,No career growth.,"Once in customer service, always in customer service. You can't move from customer service department to other departments. ",Customer Service Representative
3.0, Amazon,         It could be a whole lot better. The pay is minimal. The managers arent the best. They are unorganized and treat you like slaves for the most part. And their way of speaking to you is disrespectful. The benifits are good tho                                                                                                          ,Stower/Picker
4.0,Good Pay bad management,"they micromanage everyone, expect u to be a robot. If u good with ur words then u can get away most of the time but youre just a number. Also they act like there to help but all they do is look at your stats and tell u to do better ",Warehouse Associate
4.0,It’s whatever,"It wasn’t too bad, it just get super boring and repetitive after the first month, some of the people seemed sus but most were really cool, there wasn’t really much advancement made know so it felt like a dead end job",FC Associate/ MEZ
3.0,Great Job If Physically Fit,"Great company to work for us physically fit. Pay was ok, but I still wouldn’t go back even though the pay has increased because it can be physically draining.",Sortation Associate
